ROME,ROME,Tehran,IKA,2021-12-28 06:00,282,EVA Air,A,Boing-MD
Tehran,IKA,Munich,LGB,2020-12-09 06:00,453,Virgin Atlantic,C,Boing-747
Tehran,THR,Manchester,MHT,2021-08-21 13:00,404,Turkish Airlines,A,Airbus-A380
New York,NYCA,Barcelona,BLA,2021-09-07 08:00,323,Singapore Airlines,A,Boing-747
Berlin,BLI,London,LOND,2021-04-23 11:00,420,Korean Air,A,Boing-MD
New York,NYCA,London,NHR,2020-12-23 06:00,443,Singapore Airlines,C,ATR-72
New York,NYCA,Berlin,BER,2020-06-25 15:00,404,Singapore Airlines,C,Airbus-A380
Madrid,MAD,Manchester,MHT,2021-05-01 06:00,482,Korean Air,C,Airbus-A320
Madrid,MAD,Manchester,MAN,2021-09-12 22:00,174,Air New Zealand,A,Airbus-A380
Munich,LGB,Berlin,BTV,2021-09-06 08:00,235,La Compagnie,B,Boing-737
Manchester,MAN,London,LGW,2020-04-17 09:00,438,Air New Zealand,A,Airbus-A320
Munich,MUC,Barcelona,BCN,2021-01-15 07:00,381,Singapore Airlines,B,Boing-737
Barcelona,BLA,New York,NYCA,2021-07-16 07:00,139,La Compagnie,B,ATR-72
Stokholms,ARN,London,NHR,2021-11-22 05:00,484,Emirates,A,Boing-MD
Barcelona,BLA,Manchester,MHT,2021-08-29 07:00,443,Air New Zealand,C,Boing-747
London,STN,ROME,ROME,2020-07-20 05:00,464,Virgin Atlantic,B,Boing-737
Manchester,MAN,Berlin,BTV,2020-08-27 23:00,369,La Compagnie,B,Boing-747
ROME,CIA,London,NHR,2020-12-19 04:00,312,La Compagnie,A,Boing-747
Munich,LGB,New York,JFK,2021-12-16 01:00,451,Air New Zealand,C,Airbus-A320
Tehran,THRA,Munich,LGB,2020-02-20 20:00,469,Virgin Atlantic,C,ATR-72
ROME,CIA,Berlin,BER,2020-10-20 04:00,281,Japan Airlines,A,Boing-MD
Manchester,MAN,Tehran,THRA,2021-10-05 15:00,178,Emirates,A,ATR-72
Barcelona,BLA,Tehran,THR,2020-06-08 22:00,323,Korean Air,B,Boing-MD
London,NHR,Stokholms,STOC,2020-05-10 17:00,464,La Compagnie,B,Airbus-A320
Tehran,IKA,Barcelona,BLA,2020-08-13 00:00,315,Virgin Atlantic,C,ATR-72
Munich,MUC,ROME,ROME,2020-02-29 15:00,163,Japan Airlines,A,Boing-737
Manchester,MAN,Barcelona,BCN,2020-05-15 20:00,344,Korean Air,B,Boing-737
Barcelona,BCN,Stokholms,ARN,2021-12-14 14:00,184,Virgin Atlantic,A,Boing-747
Munich,SBA,Tehran,THR,2021-07-02 02:00,316,Qatar Airways,B,Airbus-A320
Berlin,BLI,New York,EWR,2020-01-09 00:00,439,Turkish Airlines,C,Airbus-A320
New York,NYCA,ROME,ROME,2020-06-19 15:00,154,Turkish Airlines,C,Airbus-A380
Berlin,BLI,Manchester,MAN,2021-07-19 02:00,415,Virgin Atlantic,A,Boing-MD
Stokholms,STOC,ROME,ROME,2020-07-27 01:00,237,Qatar Airways,B,Boing-747
Stokholms,STOC,Manchester,MHT,2021-01-02 02:00,412,La Compagnie,B,Airbus-A380
Tehran,THR,ROME,CIA,2021-07-04 21:00,309,EVA Air,C,Boing-MD
Munich,MUC,Berlin,BTV,2021-09-28 19:00,145,Korean Air,C,Boing-747
New York,EWR,Manchester,MAN,2020-11-13 23:00,448,Virgin Atlantic,A,Boing-737
New York,JFK,Tehran,THRA,2021-07-20 04:00,473,EVA Air,A,Boing-MD
Berlin,BTV,London,LOND,2020-11-07 11:00,323,EVA Air,B,Airbus-A320
Madrid,MAD,Munich,SBA,2020-07-02 15:00,377,La Compagnie,A,Boing-737
ROME,ROME,Manchester,MAN,2021-06-27 15:00,146,EVA Air,C,Boing-737
London,STN,Manchester,MHT,2021-12-24 06:00,372,Korean Air,B,Boing-MD
Barcelona,BLA,Tehran,IKA,2020-08-31 03:00,189,Singapore Airlines,C,Boing-MD
London,LOND,ROME,FCO,2021-12-30 12:00,114,Japan Airlines,C,Airbus-A320
New York,JFK,Barcelona,BCN,2020-11-08 06:00,104,Singapore Airlines,A,Boing-747
Tehran,THRA,Manchester,MAN,2021-01-25 07:00,163,Emirates,B,ATR-72
London,STN,Tehran,THR,2021-05-09 15:00,411,Air New Zealand,B,Airbus-A320
Berlin,BLI,Manchester,MHT,2021-03-12 15:00,178,Air New Zealand,B,Airbus-A380
Manchester,MAN,Berlin,BLI,2021-12-28 13:00,215,Korean Air,A,Airbus-A380
Manchester,MAN,New York,EWR,2021-11-28 04:00,308,EVA Air,C,Boing-747
Berlin,BER,Tehran,THR,2021-10-18 03:00,302,EVA Air,C,Boing-MD
ROME,CIA,London,STN,2020-04-24 17:00,237,Qatar Airways,A,Boing-737
New York,NYCA,Stokholms,STOC,2020-10-19 14:00,313,Singapore Airlines,A,ATR-72
Munich,MUC,Stokholms,STOC,2021-06-21 14:00,343,EVA Air,A,Airbus-A380
Berlin,BLI,New York,EWR,2021-04-22 11:00,182,Korean Air,C,Boing-747
Berlin,BER,London,LGW,2020-02-08 07:00,472,Japan Airlines,B,Boing-747
Berlin,BER,Munich,SBA,2021-12-17 14:00,305,Air New Zealand,C,Airbus-A380
London,LGW,Berlin,BLI,2020-10-21 22:00,328,Air New Zealand,C,Boing-747
Munich,LGB,New York,EWR,2020-09-20 21:00,131,Emirates,C,Airbus-A380
Madrid,MAD,New York,NYCA,2020-08-04 01:00,328,Turkish Airlines,B,Airbus-A320
Manchester,MHT,Munich,MUC,2021-10-19 13:00,362,Emirates,C,Airbus-A380
New York,JFK,ROME,FCO,2021-07-18 16:00,159,Qatar Airways,C,Boing-737
Tehran,THRA,London,LGW,2020-05-29 21:00,109,Emirates,B,Boing-747
Madrid,MAD,Tehran,THRA,2020-03-31 03:00,296,Emirates,C,Airbus-A320
Berlin,BER,London,STN,2021-12-14 16:00,366,La Compagnie,C,ATR-72
London,LGW,Stokholms,STOC,2020-02-11 15:00,215,Korean Air,A,ATR-72
London,LOND,Stokholms,STOC,2021-01-21 00:00,148,Air New Zealand,B,Boing-MD
Manchester,MHT,Barcelona,BCN,2020-01-15 03:00,338,Air New Zealand,C,Airbus-A380
Barcelona,BLA,Berlin,BTV,2021-05-22 08:00,384,Emirates,A,Boing-MD
Madrid,MAD,Berlin,BER,2020-02-03 23:00,213,Air New Zealand,C,ATR-72
Tehran,THR,ROME,CIA,2021-08-20 18:00,496,Virgin Atlantic,A,Boing-747
Barcelona,BLA,New York,NYCA,2020-11-29 05:00,279,Qatar Airways,C,Boing-MD
Berlin,BER,Munich,MUC,2021-04-03 03:00,295,Singapore Airlines,A,Airbus-A380
New York,JFK,Berlin,BER,2020-06-03 18:00,126,Turkish Airlines,C,Airbus-A320
Tehran,IKA,Berlin,BLI,2020-08-05 07:00,465,Qatar Airways,C,Airbus-A380
London,STN,Stokholms,STOC,2020-01-07 10:00,124,Singapore Airlines,A,ATR-72
Berlin,BTV,London,STN,2020-03-15 00:00,329,Japan Airlines,A,Airbus-A320
London,LGW,Barcelona,BLA,2020-01-07 05:00,153,Japan Airlines,B,ATR-72
ROME,FCO,Madrid,MAD,2021-02-03 19:00,224,Qatar Airways,A,ATR-72
Madrid,MAD,ROME,ROME,2020-03-30 07:00,124,Emirates,B,ATR-72
Munich,SBA,ROME,FCO,2021-01-26 12:00,450,Japan Airlines,A,ATR-72
Berlin,BER,Stokholms,ARN,2021-06-01 13:00,367,Virgin Atlantic,C,Airbus-A380
New York,EWR,Berlin,BLI,2021-02-27 20:00,257,Virgin Atlantic,B,ATR-72
Berlin,BER,Munich,SBA,2020-09-19 17:00,218,Korean Air,A,Boing-737
Madrid,MAD,London,LOND,2020-11-07 18:00,399,Korean Air,B,Boing-747
Tehran,IKA,Munich,LGB,2020-11-27 02:00,313,Emirates,B,ATR-72
London,LOND,New York,NYCA,2020-09-18 20:00,220,Emirates,C,Boing-737
New York,EWR,London,STN,2020-02-10 08:00,488,Emirates,C,Boing-MD
Munich,MUC,Tehran,THRA,2021-11-10 09:00,492,Emirates,A,Boing-737
London,STN,ROME,FCO,2020-03-10 04:00,489,Emirates,A,Airbus-A380
Munich,MUC,New York,NYCA,2021-04-25 04:00,459,Virgin Atlantic,B,Boing-MD
Stokholms,STOC,ROME,ROME,2020-10-23 06:00,383,Qatar Airways,C,Airbus-A320
London,LGW,Tehran,THR,2020-03-11 04:00,318,Air New Zealand,B,Boing-737
Berlin,BLI,Stokholms,ARN,2020-06-06 11:00,348,Qatar Airways,A,Boing-MD
Munich,LGB,Tehran,THR,2021-09-28 14:00,111,Turkish Airlines,B,Airbus-A380
Barcelona,BLA,Berlin,BER,2020-09-18 23:00,406,La Compagnie,B,Boing-MD
Madrid,MAD,Manchester,MAN,2021-11-25 08:00,275,La Compagnie,A,Boing-737
Barcelona,BLA,ROME,FCO,2021-03-13 05:00,190,Singapore Airlines,A,Boing-747
London,LOND,ROME,FCO,2021-07-22 04:00,157,Emirates,B,Boing-747
Tehran,IKA,London,STN,2021-12-19 17:00,445,Korean Air,B,Boing-737
Berlin,BLI,Tehran,THRA,2021-05-13 18:00,445,La Compagnie,C,Airbus-A380
ROME,FCO,Tehran,THR,2021-05-17 06:00,291,Singapore Airlines,B,Boing-MD
Stokholms,STOC,Barcelona,BCN,2020-05-18 09:00,487,Korean Air,C,Boing-737
Madrid,MAD,Manchester,MHT,2021-03-26 10:00,477,Emirates,A,Airbus-A380
Barcelona,BCN,London,LOND,2020-09-05 15:00,404,Virgin Atlantic,B,Boing-737
ROME,ROME,Tehran,THR,2020-03-15 02:00,247,Qatar Airways,A,Airbus-A320
Tehran,IKA,Munich,MUC,2021-08-14 11:00,346,EVA Air,B,Boing-MD
ROME,FCO,Barcelona,BCN,2021-05-22 15:00,267,Turkish Airlines,B,ATR-72
Barcelona,BLA,New York,NYCA,2021-06-07 01:00,273,Korean Air,A,Boing-MD
Manchester,MHT,Tehran,IKA,2021-03-17 05:00,422,EVA Air,B,Boing-MD
ROME,FCO,New York,EWR,2021-10-30 14:00,493,Japan Airlines,A,Boing-737
Tehran,THR,Barcelona,BLA,2020-01-10 05:00,148,Air New Zealand,A,Airbus-A320
Barcelona,BLA,Berlin,BER,2020-10-20 07:00,460,Turkish Airlines,A,Boing-747
Munich,LGB,Barcelona,BLA,2020-09-23 14:00,449,Turkish Airlines,B,Airbus-A380
Manchester,MHT,Tehran,IKA,2020-01-24 17:00,181,Virgin Atlantic,B,Airbus-A380
Manchester,MAN,New York,JFK,2020-10-27 10:00,195,Singapore Airlines,B,Airbus-A320
Manchester,MHT,New York,EWR,2020-12-16 00:00,489,Japan Airlines,C,Boing-MD
ROME,FCO,Stokholms,STOC,2020-05-28 07:00,251,Virgin Atlantic,B,Boing-747
Manchester,MAN,Munich,MUC,2021-06-14 02:00,343,Singapore Airlines,B,Airbus-A380
Tehran,IKA,New York,NYCA,2021-10-15 17:00,444,Turkish Airlines,B,Airbus-A320
Munich,SBA,Tehran,IKA,2020-02-19 11:00,447,Qatar Airways,C,Boing-737
New York,NYCA,Tehran,THR,2021-05-15 07:00,216,La Compagnie,C,Airbus-A320
New York,JFK,Tehran,THR,2020-12-17 22:00,467,Air New Zealand,C,Boing-747
Berlin,BER,Munich,LGB,2021-05-11 05:00,322,La Compagnie,C,Airbus-A380
London,NHR,New York,JFK,2021-05-29 06:00,236,Singapore Airlines,B,Boing-MD
Stokholms,ARN,Munich,SBA,2020-04-09 04:00,484,Qatar Airways,B,Boing-747
Berlin,BER,London,STN,2021-11-21 19:00,160,Air New Zealand,A,Airbus-A320
New York,JFK,Berlin,BLI,2021-08-01 14:00,354,Turkish Airlines,A,Boing-747
Barcelona,BCN,Munich,MUC,2020-10-02 22:00,232,Korean Air,B,Boing-747
Munich,MUC,Barcelona,BCN,2021-09-29 02:00,257,La Compagnie,B,Airbus-A380
Munich,LGB,Stokholms,STOC,2020-01-07 03:00,100,Emirates,B,ATR-72
Barcelona,BCN,Munich,LGB,2021-10-04 19:00,245,Singapore Airlines,B,Boing-747
ROME,CIA,New York,NYCA,2021-07-17 05:00,129,La Compagnie,C,Airbus-A320
Stokholms,STOC,Berlin,BTV,2021-08-13 11:00,408,Korean Air,B,ATR-72
Manchester,MAN,Tehran,IKA,2021-07-10 21:00,404,Qatar Airways,B,Boing-737
Berlin,BER,Munich,MUC,2021-11-08 05:00,352,Turkish Airlines,B,Airbus-A380
ROME,FCO,Stokholms,STOC,2021-04-01 04:00,351,Virgin Atlantic,A,ATR-72
Munich,MUC,Madrid,MAD,2021-12-02 18:00,108,La Compagnie,A,Boing-747
Tehran,THRA,Barcelona,BCN,2021-11-13 02:00,365,Emirates,A,Airbus-A320
London,LOND,Stokholms,ARN,2021-08-30 02:00,291,Emirates,A,Airbus-A380
Munich,MUC,New York,JFK,2021-07-17 12:00,423,Japan Airlines,B,Airbus-A320
Tehran,THR,London,STN,2020-10-19 04:00,288,Emirates,C,Boing-MD
Berlin,BLI,Stokholms,STOC,2021-11-28 07:00,409,EVA Air,C,Boing-737
Manchester,MHT,Berlin,BTV,2021-05-23 16:00,277,Air New Zealand,B,Boing-747
Munich,LGB,London,NHR,2020-09-22 10:00,495,La Compagnie,B,Boing-737
Tehran,THRA,Stokholms,STOC,2021-04-05 09:00,397,EVA Air,B,Boing-737
ROME,ROME,Tehran,THRA,2020-04-17 09:00,156,EVA Air,C,Airbus-A380
Tehran,THR,Berlin,BER,2021-12-16 10:00,487,Korean Air,C,Airbus-A320
Stokholms,STOC,Berlin,BER,2020-11-18 03:00,274,Korean Air,C,Airbus-A380
Berlin,BTV,ROME,ROME,2020-02-15 08:00,258,Virgin Atlantic,A,Airbus-A380
Stokholms,ARN,ROME,CIA,2020-11-14 03:00,439,Virgin Atlantic,C,Boing-747
ROME,CIA,Barcelona,BLA,2020-07-07 08:00,179,Singapore Airlines,A,Boing-737
Manchester,MHT,Barcelona,BLA,2021-05-25 07:00,404,Japan Airlines,A,Boing-MD
Barcelona,BLA,London,LGW,2020-11-20 05:00,101,Singapore Airlines,C,Airbus-A320
ROME,ROME,Tehran,THR,2021-05-24 12:00,145,Turkish Airlines,B,Boing-747
New York,JFK,Tehran,THRA,2021-10-29 04:00,291,Turkish Airlines,A,ATR-72
Tehran,THRA,London,STN,2020-12-13 12:00,188,Emirates,C,Airbus-A380
Berlin,BER,Manchester,MAN,2021-09-03 12:00,232,Virgin Atlantic,C,Airbus-A320
New York,NYCA,Munich,LGB,2021-01-28 04:00,352,Virgin Atlantic,C,Airbus-A380
London,NHR,Madrid,MAD,2021-08-20 20:00,104,Japan Airlines,C,Airbus-A380
London,NHR,Berlin,BER,2020-10-07 16:00,289,Japan Airlines,A,Airbus-A320
New York,JFK,Barcelona,BLA,2021-12-23 23:00,434,Turkish Airlines,B,Boing-747
Munich,SBA,Berlin,BTV,2020-08-22 06:00,260,Singapore Airlines,C,Boing-737
Munich,SBA,New York,NYCA,2020-04-23 09:00,122,Emirates,B,Boing-737
Stokholms,ARN,Tehran,THR,2020-03-22 21:00,446,Emirates,B,Boing-747
London,NHR,ROME,FCO,2021-10-25 18:00,330,Singapore Airlines,B,Boing-737
New York,JFK,ROME,ROME,2020-06-16 06:00,464,Korean Air,C,Airbus-A320
Stokholms,ARN,Madrid,MAD,2020-05-06 12:00,118,EVA Air,A,ATR-72
ROME,CIA,London,LGW,2020-05-05 08:00,382,Singapore Airlines,C,Airbus-A380
Stokholms,STOC,London,LOND,2021-05-02 03:00,246,Qatar Airways,B,Boing-747
London,STN,ROME,ROME,2020-04-23 06:00,105,EVA Air,C,Boing-747
Berlin,BTV,Tehran,THR,2021-08-26 11:00,393,Virgin Atlantic,C,ATR-72
New York,EWR,London,STN,2020-08-06 01:00,195,Japan Airlines,B,Airbus-A320
ROME,FCO,Munich,MUC,2021-05-18 11:00,350,Japan Airlines,C,Airbus-A380
Tehran,THR,Berlin,BER,2021-06-29 07:00,300,EVA Air,B,Boing-747
London,LGW,New York,NYCA,2021-06-11 06:00,257,La Compagnie,C,ATR-72
Tehran,THRA,Munich,SBA,2021-06-20 09:00,330,Virgin Atlantic,A,Airbus-A320
Manchester,MAN,Tehran,IKA,2020-09-20 06:00,228,La Compagnie,A,Airbus-A380
Barcelona,BCN,Stokholms,ARN,2021-10-18 19:00,240,Singapore Airlines,B,ATR-72
Munich,MUC,Tehran,THRA,2021-10-31 06:00,357,Singapore Airlines,C,Boing-747
New York,NYCA,Stokholms,ARN,2020-10-28 01:00,221,EVA Air,A,Boing-MD
Berlin,BER,Manchester,MAN,2020-05-12 10:00,310,Korean Air,B,Boing-MD
Tehran,IKA,Berlin,BLI,2021-03-18 22:00,326,La Compagnie,B,Airbus-A380
New York,JFK,Madrid,MAD,2020-01-18 05:00,108,Singapore Airlines,C,Airbus-A380
Manchester,MHT,Stokholms,ARN,2020-12-10 12:00,484,Turkish Airlines,A,ATR-72
London,NHR,New York,EWR,2020-06-13 01:00,161,Emirates,B,ATR-72
ROME,CIA,London,STN,2020-11-11 13:00,366,La Compagnie,A,Boing-737
Stokholms,STOC,Munich,MUC,2020-07-04 22:00,407,Korean Air,A,Boing-737
Tehran,IKA,Stokholms,ARN,2020-12-14 04:00,400,Japan Airlines,C,ATR-72
ROME,CIA,Munich,SBA,2021-05-26 17:00,402,Korean Air,C,ATR-72
ROME,CIA,New York,NYCA,2020-02-17 04:00,182,Japan Airlines,A,Boing-737
Manchester,MAN,Barcelona,BCN,2021-02-09 21:00,338,Qatar Airways,B,Boing-737
Stokholms,STOC,Barcelona,BCN,2020-10-24 21:00,105,Air New Zealand,C,ATR-72
Munich,SBA,London,LGW,2021-10-24 13:00,230,Air New Zealand,A,ATR-72
New York,EWR,London,LGW,2021-07-20 05:00,403,Virgin Atlantic,A,Airbus-A320
ROME,FCO,Tehran,THR,2021-12-25 21:00,449,Japan Airlines,A,Airbus-A320
Manchester,MHT,ROME,FCO,2021-03-11 18:00,165,Singapore Airlines,C,Boing-MD
London,LGW,Barcelona,BCN,2020-05-21 22:00,451,Singapore Airlines,B,Airbus-A380
Berlin,BTV,ROME,ROME,2021-09-19 19:00,300,Emirates,A,Airbus-A380
London,LGW,New York,JFK,2021-07-30 13:00,455,Emirates,B,ATR-72
Manchester,MHT,Madrid,MAD,2020-07-10 01:00,168,EVA Air,C,Boing-747
New York,EWR,Berlin,BLI,2021-03-27 09:00,150,Japan Airlines,A,Airbus-A380
Barcelona,BCN,London,STN,2021-09-02 11:00,313,Air New Zealand,A,Boing-737
Madrid,MAD,Manchester,MHT,2021-11-17 09:00,473,Turkish Airlines,C,Airbus-A380
London,NHR,Munich,SBA,2020-05-16 22:00,276,EVA Air,C,Boing-747
Tehran,THR,ROME,ROME,2020-09-26 06:00,361,Japan Airlines,C,Boing-737
ROME,CIA,London,NHR,2020-02-27 08:00,269,Air New Zealand,C,ATR-72
Munich,LGB,London,NHR,2021-09-26 01:00,163,Turkish Airlines,B,Airbus-A320
Stokholms,ARN,Barcelona,BLA,2020-12-23 21:00,347,Turkish Airlines,C,Boing-MD
Tehran,THRA,Stokholms,ARN,2020-11-08 07:00,306,Qatar Airways,B,Boing-737
Manchester,MHT,ROME,FCO,2021-06-03 04:00,303,Air New Zealand,A,Boing-737
Berlin,BTV,Munich,MUC,2020-08-10 21:00,430,La Compagnie,B,Boing-737
New York,JFK,Barcelona,BCN,2020-11-05 16:00,423,Virgin Atlantic,B,Boing-737
Tehran,THRA,Stokholms,STOC,2020-06-13 19:00,381,La Compagnie,B,Airbus-A320
Berlin,BLI,ROME,CIA,2021-03-29 19:00,116,Japan Airlines,A,Boing-747
ROME,CIA,Stokholms,STOC,2021-10-17 17:00,306,La Compagnie,B,Boing-737
Berlin,BLI,Madrid,MAD,2020-06-22 11:00,363,Air New Zealand,B,Boing-747
Madrid,MAD,Berlin,BLI,2021-07-15 15:00,395,Korean Air,A,Boing-737
Berlin,BLI,Munich,MUC,2021-06-04 15:00,472,Qatar Airways,B,Airbus-A320
Munich,SBA,Manchester,MHT,2020-12-31 14:00,209,Korean Air,A,Boing-747
Berlin,BLI,Barcelona,BLA,2021-07-09 00:00,488,Qatar Airways,B,ATR-72
Stokholms,STOC,New York,NYCA,2021-05-02 04:00,385,Air New Zealand,B,Boing-737
Tehran,IKA,Munich,SBA,2020-02-15 13:00,344,Korean Air,B,ATR-72
New York,JFK,ROME,FCO,2020-01-02 04:00,453,La Compagnie,A,ATR-72
Barcelona,BCN,Manchester,MHT,2020-04-25 10:00,440,Turkish Airlines,A,Boing-747
London,LOND,Manchester,MAN,2021-05-18 04:00,280,Turkish Airlines,A,Boing-737
Tehran,THRA,Munich,SBA,2020-02-21 04:00,251,EVA Air,A,Airbus-A380
New York,JFK,Munich,SBA,2021-05-25 19:00,184,Japan Airlines,A,Airbus-A320
London,LOND,Manchester,MHT,2020-02-15 03:00,289,Singapore Airlines,C,Boing-747
ROME,CIA,Munich,MUC,2020-07-09 00:00,228,Air New Zealand,B,Boing-MD
Stokholms,STOC,New York,NYCA,2020-08-08 13:00,301,Qatar Airways,C,Boing-747
Berlin,BLI,London,LOND,2020-03-30 13:00,453,Turkish Airlines,A,ATR-72
Stokholms,ARN,New York,JFK,2020-11-13 07:00,326,Virgin Atlantic,C,Airbus-A320
Tehran,IKA,Stokholms,ARN,2021-05-25 05:00,416,EVA Air,A,Airbus-A380
Berlin,BLI,London,LOND,2020-12-07 15:00,138,Virgin Atlantic,A,Boing-MD
New York,NYCA,Tehran,IKA,2020-11-06 00:00,173,Qatar Airways,B,ATR-72
Berlin,BLI,New York,JFK,2020-06-28 18:00,280,Turkish Airlines,B,Airbus-A320
Stokholms,STOC,Munich,MUC,2021-03-06 01:00,310,Virgin Atlantic,C,Airbus-A380
ROME,FCO,Berlin,BER,2020-07-27 16:00,451,Turkish Airlines,A,Boing-MD
Stokholms,ARN,Munich,SBA,2020-04-09 16:00,384,Korean Air,C,Airbus-A320
ROME,ROME,Munich,LGB,2020-07-17 22:00,132,Japan Airlines,B,Boing-747
Manchester,MHT,Stokholms,STOC,2020-03-14 10:00,418,Qatar Airways,A,Boing-737
Berlin,BLI,London,NHR,2021-01-08 03:00,117,Turkish Airlines,C,Boing-747
London,LGW,Stokholms,ARN,2020-03-30 02:00,451,Korean Air,C,ATR-72
New York,EWR,London,LOND,2021-07-18 14:00,484,Virgin Atlantic,A,Boing-747
Barcelona,BLA,Manchester,MAN,2020-02-13 09:00,182,Japan Airlines,A,Airbus-A320
Tehran,THRA,Munich,MUC,2020-03-04 20:00,148,Virgin Atlantic,C,ATR-72
Manchester,MHT,Barcelona,BCN,2020-07-01 08:00,486,Japan Airlines,A,Airbus-A320
Stokholms,STOC,ROME,ROME,2021-03-14 04:00,258,Turkish Airlines,C,ATR-72
Madrid,MAD,Tehran,THRA,2020-05-19 19:00,329,Virgin Atlantic,A,ATR-72
ROME,FCO,Tehran,THR,2021-07-02 00:00,312,Turkish Airlines,B,ATR-72
London,LOND,New York,EWR,2020-05-10 12:00,445,La Compagnie,B,Airbus-A380
New York,EWR,Munich,SBA,2020-12-29 07:00,138,Air New Zealand,A,Airbus-A380
Manchester,MAN,New York,EWR,2021-07-04 04:00,158,Virgin Atlantic,A,Airbus-A320
Manchester,MAN,Tehran,IKA,2021-02-07 18:00,400,Singapore Airlines,C,ATR-72
Tehran,THRA,ROME,ROME,2020-04-05 19:00,126,Japan Airlines,C,Airbus-A320
ROME,ROME,Manchester,MAN,2021-08-19 01:00,350,Emirates,A,Boing-737
Manchester,MAN,Berlin,BTV,2020-11-18 06:00,314,Singapore Airlines,B,Boing-MD
ROME,ROME,Tehran,THRA,2021-09-15 23:00,240,Singapore Airlines,B,Airbus-A380
London,LGW,ROME,CIA,2021-01-22 17:00,276,Air New Zealand,C,Airbus-A320
Barcelona,BLA,Munich,LGB,2021-12-11 14:00,315,Korean Air,C,ATR-72
Stokholms,ARN,Berlin,BER,2021-04-12 13:00,430,Qatar Airways,A,Airbus-A320
New York,JFK,London,LOND,2020-10-04 10:00,252,Emirates,B,Airbus-A320
Manchester,MHT,London,LGW,2020-10-22 05:00,433,EVA Air,C,Airbus-A380
London,STN,New York,JFK,2020-08-15 09:00,398,Virgin Atlantic,C,Boing-747
Manchester,MAN,London,LGW,2021-08-03 07:00,474,La Compagnie,B,Boing-747
Tehran,IKA,ROME,CIA,2020-05-24 19:00,109,Korean Air,C,Boing-747
Madrid,MAD,Barcelona,BLA,2020-02-27 07:00,424,Japan Airlines,B,Boing-MD
Munich,LGB,Tehran,THRA,2021-01-21 15:00,302,EVA Air,B,Boing-MD
Stokholms,STOC,Munich,MUC,2021-05-17 18:00,121,Singapore Airlines,C,Airbus-A320
Munich,SBA,New York,EWR,2021-07-19 05:00,490,Turkish Airlines,B,Airbus-A320
Manchester,MAN,Berlin,BTV,2021-05-11 12:00,162,EVA Air,B,ATR-72
Tehran,THRA,New York,JFK,2021-02-08 09:00,356,Virgin Atlantic,C,Boing-747
ROME,FCO,Berlin,BER,2021-12-07 09:00,183,La Compagnie,C,ATR-72
Madrid,MAD,Munich,SBA,2020-07-22 11:00,115,Qatar Airways,B,Airbus-A380
London,LGW,ROME,FCO,2020-09-30 12:00,387,Korean Air,B,Boing-737
Stokholms,STOC,Barcelona,BLA,2020-01-26 02:00,100,Virgin Atlantic,C,Boing-737
Munich,SBA,Tehran,THR,2021-07-25 19:00,264,Emirates,B,ATR-72
Madrid,MAD,ROME,ROME,2021-02-11 12:00,200,Korean Air,A,Boing-737
Munich,MUC,New York,JFK,2021-06-14 13:00,327,La Compagnie,B,Boing-737
New York,NYCA,Tehran,IKA,2021-06-05 15:00,284,Qatar Airways,A,Boing-747
ROME,CIA,Munich,LGB,2020-01-23 02:00,278,La Compagnie,A,Boing-MD
London,NHR,Barcelona,BLA,2020-01-15 17:00,154,Qatar Airways,A,Boing-737
Manchester,MHT,Tehran,THRA,2020-04-20 19:00,432,Qatar Airways,B,Boing-747
Munich,MUC,Berlin,BER,2021-10-10 15:00,110,EVA Air,B,Boing-MD
Manchester,MHT,Barcelona,BCN,2021-05-10 09:00,154,Virgin Atlantic,B,Boing-737
London,LOND,Munich,SBA,2021-03-01 04:00,163,Japan Airlines,B,Airbus-A320
Tehran,THR,Barcelona,BCN,2021-02-22 18:00,166,La Compagnie,C,Airbus-A380
London,LGW,Tehran,THR,2020-03-13 19:00,281,Korean Air,B,Boing-737
Munich,MUC,Barcelona,BCN,2020-07-30 13:00,169,La Compagnie,A,Airbus-A380
London,NHR,Munich,SBA,2020-06-12 20:00,298,Turkish Airlines,B,Boing-MD
Tehran,IKA,London,LOND,2020-04-03 22:00,275,EVA Air,A,Boing-737
ROME,CIA,Munich,MUC,2021-06-17 19:00,157,Korean Air,A,Boing-737
New York,NYCA,Madrid,MAD,2021-04-01 16:00,113,Air New Zealand,C,ATR-72
London,NHR,Madrid,MAD,2020-10-06 18:00,484,Virgin Atlantic,C,Boing-MD
Tehran,THRA,Munich,SBA,2020-02-16 02:00,296,La Compagnie,B,ATR-72
New York,JFK,ROME,CIA,2020-08-05 09:00,270,Turkish Airlines,C,Airbus-A320
ROME,FCO,Berlin,BTV,2021-08-03 01:00,485,Virgin Atlantic,C,Boing-747
Barcelona,BLA,Tehran,THRA,2021-07-01 13:00,460,Singapore Airlines,A,Boing-747
ROME,FCO,London,LGW,2021-05-25 22:00,428,Air New Zealand,B,ATR-72
New York,JFK,Tehran,THRA,2021-07-06 07:00,167,Korean Air,C,Boing-747
Tehran,THR,ROME,ROME,2021-03-17 02:00,221,Qatar Airways,C,Airbus-A320
Manchester,MHT,Berlin,BLI,2020-10-18 10:00,388,Japan Airlines,A,ATR-72
Berlin,BLI,Barcelona,BLA,2021-03-06 20:00,249,Turkish Airlines,C,Boing-MD
